StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,inc_modc,Time_modc_First Click,Time_modc_Last Click,Time_modc_Page Submit,Time_modc_Click Count,rel1_modc,rel2_modc,inc_thinkC,time_thinkC_First Click,time_thinkC_Last Click,time_thinkC_Page Submit,time_thinkC_Click Count,rel1_thinkC,rel2_thinkC,inc_nonc,Time_nonc_First Click,Time_nonc_Last Click,Time_nonc_Page Submit,Time_nonc_Click Count,rel1_nonc,rel2_nonc,true_modr,time_modr_First Click,time_modr_Last Click,time_modr_Page Submit,time_modr_Click Count,rel1_modr,rel2_modr,inc_thinkR,time_thinkR_First Click,time_thinkR_Last Click,time_thinkR_Page Submit,time_thinkR_Click Count,rel1_thinkR,rel2_thinkR,true_nonr,time_nonr_First Click,time_nonr_Last Click,time_nonr_Page Submit,time_nonr_Click Count,rel1_nonr,rel2_nonr,true_indc,time_indc_First Click,time_indc_Last Click,time_indc_Page Submit,time_indc_Click Count,rel1_indc,rel2_indc,true_inda,time_inda_First Click,time_inda_Last Click,time_inda_Page Submit,time_inda_Click Count,rel1_inda,rel2_inda,DemoInstr,Age,Gender,Gender_3_TEXT,Ethnicity,Ethnicity_6_TEXT,Education,SES
1/11/2019 16:30,1/11/2019 16:32,0,,100,74,1,1/11/2019 16:32,R_2cvVtMCg7R8I3zH,,,,,,,anonymous,EN,,,,,,,,,,,,,,,7,19.284,19.284,37.199,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,3,,5,5
1/11/2019 16:27,1/11/2019 16:32,0,,100,255,1,1/11/2019 16:32,R_27xSF46qSCnnKIg,,,,,,,anonymous,EN,,,,,,,,,,,,,,,7,2.942,156.147,166.803,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1,,3,,5,6
1/11/2019 16:27,1/11/2019 16:32,0,,100,298,1,1/11/2019 16:32,R_YWWkWizrX16Drb3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,202.736,202.736,203.956,1,1,2,,,,,,,,,,,,,,,,,,,,,,,58,1,,5,,6,4
1/11/2019 16:30,1/11/2019 16:32,0,,100,134,1,1/11/2019 16:32,R_Cgdm6ZvP2mcai9X,,,,,,,anonymous,EN,,,,,,,,7,2.012,73.553,74.55,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,,2,,5,4
1/11/2019 16:29,1/11/2019 16:32,0,,100,193,1,1/11/2019 16:32,R_Tit9h028Yi3YIHT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,140.537,140.537,143.16,1,1,2,,,,,,,,,,,,,,,,32,2,,2,,5,3
1/11/2019 16:31,1/11/2019 16:32,0,,100,32,1,1/11/2019 16:32,R_1DGwzVshLGt6oa9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6.23,6.23,7.487,6,1,2,,,,,,,,,,,,,,,,,,,,,,,29,2,,2,,2,8
1/11/2019 16:30,1/11/2019 16:32,0,,100,113,1,1/11/2019 16:32,R_11hdrCtLNjeInJp,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,38.79,86.903,87.196,22,3,3,,23,2,,5,,5,3
1/11/2019 16:31,1/11/2019 16:32,0,,100,87,1,1/11/2019 16:32,R_2wmNVwss1R4cH7r,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,7,14.289,41.471,42.101,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,,5,,5,6
1/11/2019 16:30,1/11/2019 16:32,0,,100,143,1,1/11/2019 16:32,R_1n0F93FOdVEwJKu,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,28.308,28.308,36.856,1,1,2,,,,,,,,,29,1,,5,,7,5
1/11/2019 16:29,1/11/2019 16:32,0,,100,163,1,1/11/2019 16:32,R_PvzcfOxWkFUVuCt,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,90.077,91.141,99.441,3,1,2,,,,,,,,,31,1,,5,,5,3
1/11/2019 16:30,1/11/2019 16:32,0,,100,145,1,1/11/2019 16:32,R_3GqZ8pN8Ckg3DUD,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,4,38.506,79.57,80.588,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2,,5,,4,8
1/11/2019 16:28,1/11/2019 16:32,0,,100,257,1,1/11/2019 16:32,R_1OpmCorxjia2a1Z,,,,,,,anonymous,EN,5,158.757,188.343,193.568,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,,5,,2,5
1/11/2019 16:29,1/11/2019 16:32,0,,100,192,1,1/11/2019 16:32,R_3jVZ1oTgwxbM7Ok,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3.767,111.646,114.887,3,3,3,,24,2,,5,,5,7
1/11/2019 16:28,1/11/2019 16:32,0,,100,269,1,1/11/2019 16:32,R_20Ou96GDYc9vKPS,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,124.784,138.576,142.888,2,2,2,,,,,,,,,,,,,,,,49,1,,5,,5,7
1/11/2019 16:32,1/11/2019 16:32,0,,100,45,1,1/11/2019 16:32,R_3FJ8ulIJFblfnTz,,,,,,,anonymous,EN,4,4.118,12.013,13.956,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,5,,5,7
1/11/2019 16:30,1/11/2019 16:32,0,,100,152,1,1/11/2019 16:32,R_30jyGE5dWJNFF6I,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,3,4.011,94.618,98.068,28,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,,2,,4,7
1/11/2019 16:31,1/11/2019 16:32,0,,100,96,1,1/11/2019 16:32,R_qWMzAR3z5eRZqHD,,,,,,,anonymous,EN,,,,,,,,7,55.445,64.608,67.18,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,5,,5,7
1/11/2019 16:31,1/11/2019 16:32,0,,100,108,1,1/11/2019 16:33,R_25TT1xylkb1epnG,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,7,68.297,68.297,69.217,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,,5,,5,6
1/11/2019 16:31,1/11/2019 16:33,0,,100,119,1,1/11/2019 16:33,R_pagccBomHac53tT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26.362,68.798,75.656,17,3,3,,31,1,,5,,5,3
1/11/2019 16:29,1/11/2019 16:33,0,,100,203,1,1/11/2019 16:33,R_276Zkdxp807QImo,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.91,105.767,107.616,3,3,3,,67,2,,5,,7,5
1/11/2019 16:32,1/11/2019 16:33,0,,100,24,1,1/11/2019 16:33,R_2AZjIUpTJboEC8Y,,,,,,,anonymous,EN,,,,,,,,4,1.746,1.746,2.603,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,,5,,6,5
1/11/2019 16:29,1/11/2019 16:33,0,,100,195,1,1/11/2019 16:33,R_1Ic4yTzDM1Qc5OK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,92.234,92.234,108.825,1,1,2,,,,,,,,,,,,,,,,53,1,,5,,4,9
1/11/2019 16:31,1/11/2019 16:33,0,,100,107,1,1/11/2019 16:33,R_28BZ7BXXN6NqgcK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.693,68.923,69.513,35,3,3,,50,2,,5,,6,3
1/11/2019 16:32,1/11/2019 16:33,0,,100,77,1,1/11/2019 16:33,R_31bXeRqFYbgPabY,,,,,,,anonymous,EN,,,,,,,,,,,,,,,4,13.191,13.191,41.292,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1,,5,,5,5
1/11/2019 16:32,1/11/2019 16:33,0,,100,42,1,1/11/2019 16:33,R_PUH7yEzU3EoMwlb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,5,15.817,15.817,16.756,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,,3,,5,6
1/11/2019 16:30,1/11/2019 16:33,0,,100,180,1,1/11/2019 16:33,R_3iVimWSVYgCTjKe,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35.371,148.859,149.882,8,1,1,,25,1,,1,,4,5
1/11/2019 16:30,1/11/2019 16:33,0,,100,195,1,1/11/2019 16:33,R_6XxBMwjbMrGPGU1,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,117.593,117.593,118.982,1,1,2,,,,,,,,,39,2,,5,,5,5
1/11/2019 16:31,1/11/2019 16:33,0,,100,87,1,1/11/2019 16:33,R_3HiPHhQPiu1Lq6Q,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1.28,52.978,53.758,27,3,3,,32,2,,1,,5,6
1/11/2019 16:30,1/11/2019 16:33,0,,100,184,1,1/11/2019 16:33,R_2U2YN0FgmcUpMlV,,,,,,,anonymous,EN,,,,,,,,6,108.052,108.052,109.385,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1,,5,,5,6
1/11/2019 16:29,1/11/2019 16:33,0,,100,261,1,1/11/2019 16:33,R_vTdqI26s1j24k93,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,112.952,163.409,164.491,4,2,1,,,,,,,,,,,,,,,,,,,,,,,39,1,,2,,4,8
1/11/2019 16:32,1/11/2019 16:33,0,,100,94,1,1/11/2019 16:33,R_3iUtX2jbZI65lhE,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,57.345,57.345,58.03,1,1,1,,31,1,,5,,4,9
1/11/2019 16:30,1/11/2019 16:33,0,,100,203,1,1/11/2019 16:33,R_4Smcou7LNZYqYql,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,130.83,131.611,133.362,2,2,2,,,,,,,,,,,,,,,,,,,,,,,34,2,,5,,5,6
1/11/2019 16:31,1/11/2019 16:33,0,,100,118,1,1/11/2019 16:33,R_25KhDu13J03RydZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5.405,67.812,68.24,28,3,1,,,,,,,,,22,2,,2,,4,4
1/11/2019 16:29,1/11/2019 16:33,0,,100,260,1,1/11/2019 16:33,R_7QZOmqv059BzqzD,,,,,,,anonymous,EN,,,,,,,,,,,,,,,6,44.231,44.231,46.091,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2,,1,,4,8
1/11/2019 16:31,1/11/2019 16:33,0,,100,152,1,1/11/2019 16:33,R_2e3EpKbXUSde1C4,,,,,,,anonymous,EN,6,65.578,65.578,66.848,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,5,,4,5
1/11/2019 16:31,1/11/2019 16:33,0,,100,115,1,1/11/2019 16:33,R_3rSzJRxiceoerM0,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,1,45.957,56.884,58.679,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2,,5,,5,5
1/11/2019 16:33,1/11/2019 16:33,0,,100,23,1,1/11/2019 16:33,R_3HIAWL3MU05Tutc,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,4,1.761,1.761,2.621,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,5,,4,6
1/11/2019 16:30,1/11/2019 16:33,0,,100,189,1,1/11/2019 16:33,R_2zOYp05Yb6VFLi4,,,,,,,anonymous,EN,5,21.253,104.425,107.174,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2,,5,,5,6
1/11/2019 16:31,1/11/2019 16:33,0,,100,119,1,1/11/2019 16:33,R_29ofCauTlnB7yVj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0.806,37.867,38.821,13,1,2,,,,,,,,,,,,,,,,,,,,,,,25,1,,3,,5,5
1/11/2019 16:32,1/11/2019 16:34,0,,100,99,1,1/11/2019 16:34,R_D65P4O2CsMwJrup,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.472,62.763,63.367,18,1,2,,,,,,,,,,,,,,,,30,2,,5,,4,6
1/11/2019 16:32,1/11/2019 16:34,0,,100,77,1,1/11/2019 16:34,R_sBaaODVxUdIRd97,,,,,,,anonymous,EN,,,,,,,,,,,,,,,7,34.462,34.462,35.264,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2,,5,,4,5
1/11/2019 16:31,1/11/2019 16:34,0,,100,151,1,1/11/2019 16:34,R_A5UZeXGBN62ISnT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,2,68.896,97.435,98.688,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,,5,,5,4
1/11/2019 16:30,1/11/2019 16:34,0,,100,188,1,1/11/2019 16:34,R_28zE891C16L10Ez,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,84.095,128.742,130.182,4,1,2,,,,,,,,,,,,,,,,36,2,,2,,5,6
1/11/2019 16:32,1/11/2019 16:34,0,,100,109,1,1/11/2019 16:34,R_3KMZQxl2xZMb7zz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8.608,67.022,73.474,20,1,2,,,,,,,,,43,2,,5,,2,6
1/11/2019 16:32,1/11/2019 16:34,0,,100,112,1,1/11/2019 16:34,R_Rl4Hok46HZdCvlf,,,,,,,anonymous,EN,,,,,,,,,,,,,,,6,60.149,60.149,61.12,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2,,5,,3,8
1/11/2019 16:31,1/11/2019 16:34,0,,100,180,1,1/11/2019 16:34,R_1E0SGjKr8eYIp0y,,,,,,,anonymous,EN,,,,,,,,1,52.791,101.132,102.398,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2,,5,,5,2
1/11/2019 16:32,1/11/2019 16:34,0,,100,98,1,1/11/2019 16:34,R_24B3RkFjkvVg96Z,,,,,,,anonymous,EN,4,8.579,33.402,35.717,27,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,5,,3,8
1/11/2019 16:32,1/11/2019 16:34,0,,100,122,1,1/11/2019 16:34,R_4TM9Syw7DjsKpIB,,,,,,,anonymous,EN,,,,,,,,7,31.674,52.257,52.975,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,,5,,4,10
1/11/2019 16:33,1/11/2019 16:34,0,,100,79,1,1/11/2019 16:34,R_2Xp9V926Yc9osXw,,,,,,,anonymous,EN,,,,,,,,6,29.776,33.176,33.734,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,,5,,4,4
1/11/2019 16:32,1/11/2019 16:34,0,,100,105,1,1/11/2019 16:34,R_1IgRGkPzbh2JskH,,,,,,,anonymous,EN,,,,,,,,,,,,,,,7,42.491,43.159,44.475,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,,5,,4,8
1/11/2019 16:32,1/11/2019 16:34,0,,100,127,1,1/11/2019 16:34,R_2s4qxoWlT2QuCtI,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,72.28,73.902,74.787,3,1,2,,,,,,,,,,,,,,,,37,2,,5,,5,4
1/11/2019 16:32,1/11/2019 16:34,0,,100,138,1,1/11/2019 16:34,R_2rINNQRAnWx0cli,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,5,89.49,90.038,91.164,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2,,5,,4,5
1/11/2019 16:32,1/11/2019 16:34,0,,100,114,1,1/11/2019 16:34,R_3MJxCkJOk59hWbM,,,,,,,anonymous,EN,3,60.621,65.568,66.3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2,,5,,5,5
1/11/2019 16:30,1/11/2019 16:34,0,,100,251,1,1/11/2019 16:35,R_BStuCGOy2EYavkt,,,,,,,anonymous,EN,,,,,,,,,,,,,,,6,103.153,103.771,105.681,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,,5,,5,6
1/11/2019 16:33,1/11/2019 16:35,0,,100,83,1,1/11/2019 16:35,R_QgLflsvgRMyZfUt,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,58.378,58.378,59.066,1,1,2,,,,,,,,,,,,,,,,,,,,,,,34,2,,5,,6,4
1/11/2019 16:32,1/11/2019 16:35,0,,100,154,1,1/11/2019 16:35,R_0voTgeUawh4NJFD,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,95.366,95.366,97.07,1,2,2,,,,,,,,,,,,,,,,36,1,,3,,5,6
1/11/2019 16:31,1/11/2019 16:35,0,,100,218,1,1/11/2019 16:35,R_1DU0r22Morpej1y,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,131.836,133.845,136.185,2,1,2,,,,,,,,,,,,,,,,,,,,,,,40,2,,5,,2,8
1/11/2019 16:33,1/11/2019 16:35,0,,100,121,1,1/11/2019 16:35,R_3s1Ck0rmkoemZP7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.673,61.641,62.969,2,1,2,,,,,,,,,61,2,,5,,4,7
1/11/2019 16:33,1/11/2019 16:35,0,,100,84,1,1/11/2019 16:35,R_24NPdU5NbZtb5lP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,29.1,29.1,30.346,1,2,1,,,,,,,,,24,1,,5,,5,4
1/11/2019 16:33,1/11/2019 16:35,0,,100,138,1,1/11/2019 16:35,R_2YukGRCDGh3cYbq,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.085,104.132,104.791,20,3,3,,31,2,,1,,5,7
1/11/2019 16:32,1/11/2019 16:35,0,,100,170,1,1/11/2019 16:35,R_1hyAXmVwHA0jacM,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,50.541,87.639,88.674,4,1,2,,,,,,,,,,,,,,,,,,,,,,,58,2,,5,,5,6
1/11/2019 16:34,1/11/2019 16:35,0,,100,84,1,1/11/2019 16:35,R_2VaW06OCjiLXeQK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.466,50.466,51.801,1,1,2,,,,,,,,,28,2,,5,,5,5
1/11/2019 16:33,1/11/2019 16:35,0,,100,148,1,1/11/2019 16:35,R_1lgd9j1EqZx0wVm,,,,,,,anonymous,EN,,,,,,,,1,78.819,82.696,85.318,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,,5,,5,4
1/11/2019 16:33,1/11/2019 16:35,0,,100,129,1,1/11/2019 16:35,R_XiSnom066ARn9M5,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,64.02,64.02,65.371,1,1,2,,,,,,,,,,,,,,,,33,2,,3,,5,5
1/11/2019 16:32,1/11/2019 16:35,0,,100,171,1,1/11/2019 16:35,R_1CfIpjDqik91AQE,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.562,124.651,126.315,10,1,2,,,,,,,,,52,1,,5,,5,5
1/11/2019 16:33,1/11/2019 16:35,0,,100,101,1,1/11/2019 16:35,R_ZknDjCyLSDEDajT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56.588,56.588,58.717,1,1,2,,,,,,,,,36,2,,5,,4,8
1/11/2019 16:27,1/11/2019 16:35,0,,100,476,1,1/11/2019 16:35,R_2y7qfqOz0SByZ3y,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,4,351.458,352.103,354.184,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2019 16:33,1/11/2019 16:35,0,,100,160,1,1/11/2019 16:35,R_ZIT2iYx4OUJxCPD,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,72.118,76.927,78.265,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2,,5,,2,8
1/11/2019 16:33,1/11/2019 16:35,0,,100,137,1,1/11/2019 16:35,R_uabZVcgXapG6POF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,80.751,82.934,83.444,6,3,3,,31,2,,1,,4,7
1/11/2019 16:32,1/11/2019 16:35,0,,100,190,1,1/11/2019 16:35,R_2rrzgfAiX5k9qPU,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,122.955,122.955,127.579,1,2,2,,,,,,,,,,,,,,,,,,,,,,,27,2,,2,,5,7
1/11/2019 16:34,1/11/2019 16:35,0,,100,85,1,1/11/2019 16:35,R_4HP8vKbp1jjn4qJ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,7,46.805,46.805,48.111,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2,,3,,5,7
1/11/2019 16:34,1/11/2019 16:36,0,,100,84,1,1/11/2019 16:36,R_AGc11rPlCqSsLe1,,,,,,,anonymous,EN,,,,,,,,6,26.176,46.912,47.891,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1,,5,,6,5
1/11/2019 16:34,1/11/2019 16:36,0,,100,83,1,1/11/2019 16:36,R_DiNokxgIg1QayBj,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,5,51.151,51.151,51.995,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,,5,,4,7
1/11/2019 16:33,1/11/2019 16:36,0,,100,139,1,1/11/2019 16:36,R_A0g1xCrNYa9e6g9,,,,,,,anonymous,EN,,,,,,,,3,53.859,53.859,55.17,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2,,3,,6,6
1/11/2019 16:34,1/11/2019 16:36,0,,100,113,1,1/11/2019 16:36,R_bkO6RXF3DBJS6iJ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,6,39.376,40.901,41.78,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,,5,,5,4
1/11/2019 16:33,1/11/2019 16:36,0,,100,181,1,1/11/2019 16:36,R_12Dtipg43w2NsTF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,1,44.664,104.19,107.78,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1,,1,,4,8
1/11/2019 16:35,1/11/2019 16:36,0,,100,82,1,1/11/2019 16:36,R_phh2FvViGsEiDEB,,,,,,,anonymous,EN,7,2.941,47.467,48.113,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,,5,,5,7
1/11/2019 16:34,1/11/2019 16:36,0,,100,99,1,1/11/2019 16:36,R_1f2bDWvER10NwwW,,,,,,,anonymous,EN,1,46.156,46.156,47.856,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2,,5,,4,8
1/11/2019 16:33,1/11/2019 16:36,0,,100,161,1,1/11/2019 16:36,R_1Ff9ZqXGkfzYR5s,,,,,,,anonymous,EN,1,88.22,90.87,100.004,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,,3,,5,7
1/11/2019 16:35,1/11/2019 16:36,0,,100,80,1,1/11/2019 16:36,R_268u3sXvsBVBkU2,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40.334,42.045,42.398,3,1,2,,,,,,,,,20,1,,3,,4,4
1/11/2019 16:34,1/11/2019 16:36,0,,100,104,1,1/11/2019 16:36,R_23w8V4D60WGxXS9,,,,,,,anonymous,EN,7,67.788,67.788,68.704,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,,3,,5,7
1/11/2019 16:34,1/11/2019 16:36,0,,100,161,1,1/11/2019 16:36,R_3G0Trc3fR5JzVmi,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,79.191,79.191,80.27,1,1,2,,,,,,,,,,,,,,,,41,1,,5,,5,7
1/11/2019 16:34,1/11/2019 16:36,0,,100,123,1,1/11/2019 16:36,R_1FzfMldTCzE6fBW,,,,,,,anonymous,EN,,,,,,,,7,2.201,67.829,68.701,9,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2,,5,,5,5
1/11/2019 16:36,1/11/2019 16:37,0,,100,66,1,1/11/2019 16:37,R_2dKBlpa3oYV1WRT,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,35.049,35.049,35.662,1,1,1,,,,,,,,,,,,,,,,,,,,,,,29,2,,5,,6,6
1/11/2019 16:36,1/11/2019 16:37,0,,100,54,1,1/11/2019 16:37,R_2zFSMW3Ma1mCj1N,,,,,,,anonymous,EN,,,,,,,,7,9.598,15.538,15.925,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,,5,,5,5
